City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
336,warragul,-38.1667,145.9333,-349.06,72,0,6.55,AU,1676058377
337,tanout,14.9709,8.8879,-328.234,12,1,12.93,NE,1676058378
338,lake jackson,29.0339,-95.4344,-343.678,60,100,16.11,US,1676058379
339,kommunar,59.6206,30.39,-406.156,77,79,18.61,RU,1676058379
340,baruun-urt,46.6806,113.2792,-462.58599999999996,95,38,4.0,MN,1676058380
341,awbari,26.5921,12.7805,-365.06199999999995,43,34,7.0,LY,1676058381
342,capreol,46.706,-80.9225,-422.67999999999995,93,100,10.36,CA,1676058381
343,alice springs,-23.7,133.8833,-334.84,68,0,0.0,AU,1676058283
344,muhos,64.808,25.9931,-408.94599999999997,88,67,6.71,FI,1676058382
345,muros,42.7762,-9.0603,-374.926,70,0,8.08,ES,1676058382
346,lebu,-37.6167,-73.65,-343.066,68,1,14.14,CL,1676058383
347,avera,33.194,-82.5271,-337.43199999999996,68,100,7.45,US,1676058383
348,buraydah,26.326,43.975,-349.41999999999996,39,99,12.35,SA,1676058384
349,santa fe,-31.6333,-60.7,-274.252,24,0,11.01,AR,1676058384
350,petrovsk-zabaykalskiy,51.273,108.843,-478.246,100,97,2.73,RU,1676058385
351,lasa,46.6166,10.7002,-394.006,52,31,5.17,IT,1676058386
352,tiruchchendur,8.4833,78.1167,-321.35799999999995,69,100,14.2,IN,1676058386
353,chernyshevsk,52.5243,117.0174,-487.804,100,95,3.33,RU,1676058387
354,loucovice,48.6202,14.2575,-411.952,91,45,2.71,CZ,1676058388
355,muli,2.9167,73.5667,-314.392,69,17,11.99,MV,1676058389
356,san angelo,31.4638,-100.437,-370.40799999999996,42,20,16.11,US,1676058346
357,bend,44.0582,-121.3153,-375.34,61,0,1.99,US,1676058361
358,nagyszenas,46.6833,20.6667,-414.70599999999996,59,92,4.85,HU,1676058389
359,san policarpo,12.1791,125.5072,-317.41599999999994,84,16,15.88,PH,1676058390
360,paciran,-6.8767,112.3761,-319.77399999999994,88,97,9.53,ID,1676058391
361,alghero,40.5589,8.3181,-392.18799999999993,87,0,2.3,IT,1676058391
362,fort wellington,6.4,-57.6,-316.29999999999995,73,40,9.57,GY,1676058392
363,aklavik,68.2191,-135.0107,-483.06999999999994,77,100,8.05,CA,1676058393
364,siniscola,40.5719,9.6922,-396.4,70,0,6.89,IT,1676058393
365,morondava,-20.2833,44.2833,-315.976,76,100,2.68,MG,1676058393
366,birin,26.8865,88.0718,-376.798,76,11,4.21,NP,1676058394
367,spornoye,50.8448,37.2913,-424.26399999999995,86,26,12.35,RU,1676058394
368,laiwu,36.1928,117.6569,-390.406,78,100,4.05,CN,1676058396
369,tura,25.5198,90.2201,-353.43399999999997,63,0,3.04,IN,1676058396
370,spring valley,36.108,-115.245,-358.3299999999999,19,0,8.05,US,1676058397
371,cabo san lucas,22.8909,-109.9124,-309.36999999999995,44,0,11.5,MX,1676058397
372,ilulissat,69.2167,-51.1,-486.2739999999999,70,40,8.05,GL,1676058398
373,broken hill,-31.95,141.4333,-332.734,42,0,7.27,AU,1676058398
374,roma,43.2128,-75.4557,-387.74199999999996,79,100,16.11,US,1676058399
375,gravdal,68.1214,13.5031,-408.748,74,40,13.8,NO,1676058399
376,arecibo,18.4724,-66.7157,-307.984,77,10,5.01,PR,1676058265
377,noyabrsk,63.1994,75.4507,-435.928,92,100,20.6,RU,1676058400
378,saint-francois,46.4154,3.9054,-400.36,83,8,3.44,FR,1676058400
379,micheweni,-4.9667,39.8333,-314.26599999999996,79,5,11.3,TZ,1676058401
380,vostok,46.4856,135.8833,-446.22399999999993,97,98,3.29,RU,1676058401
381,kedougou,12.5579,-12.1743,-294.53799999999995,23,2,4.27,SN,1676058401
382,caravelas,-17.7125,-39.2481,-311.584,71,0,9.42,BR,1676058402
383,makakilo city,21.3469,-158.0858,-322.078,59,0,19.57,US,1676058402
384,eureka,40.8021,-124.1637,-371.128,92,100,4.0,US,1676058109
385,moose factory,51.2585,-80.6094,-424.74999999999994,41,0,10.36,CA,1676058403
386,mount gambier,-37.8333,140.7667,-348.64599999999996,79,100,9.28,AU,1676058403
387,saint-denis,48.9167,2.3333,-376.59999999999997,84,0,5.75,FR,1676058404
388,gao,16.6362,1.637,-315.11199999999997,9,1,10.78,ML,1676058404
389,praya,14.9215,-23.5087,-329.818,64,75,16.11,CV,1676058404
390,charters towers,-20.1,146.2667,-332.32,88,12,4.61,AU,1676058405
391,padang,-0.9492,100.3543,-323.91399999999993,85,94,5.32,ID,1676058406
392,banda aceh,5.5577,95.3222,-320.332,81,100,5.01,ID,1676058293
393,kuusamo,65.9667,29.1833,-427.918,86,0,11.5,FI,1676058406
394,fuerte olimpo,-21.0415,-57.8738,-312.412,79,98,4.38,PY,1676058407
395,forbes,-33.3833,148.0167,-326.6139999999999,53,73,7.36,AU,1676058407
396,pacific grove,36.6177,-121.9166,-352.786,79,75,11.01,US,1676058177
397,honiara,-9.4333,159.95,-318.082,87,94,2.42,SB,1676058297
398,berlevag,70.8578,29.0864,-411.78999999999996,63,0,26.46,NO,1676058408
399,riyadh,24.6877,46.7219,-353.218,38,31,14.16,SA,1676058283
400,taber,49.8167,-112.1518,-372.54999999999995,43,15,28.77,CA,1676058162
401,sisimiut,66.9395,-53.6735,-485.626,100,99,6.42,GL,1676058409
402,horta,38.5333,-28.6333,-353.43399999999997,80,20,8.01,PT,1676058409
403,kupang,-10.1667,123.5833,-316.768,85,100,11.7,ID,1676058410
404,banjar,-8.19,114.9675,-323.33799999999997,91,100,1.19,ID,1676058410
405,krasnoarmeysk,51.0239,45.6969,-431.644,93,99,11.45,RU,1676058411
406,beyneu,45.3167,55.2,-425.758,93,84,8.57,KZ,1676058411
407,yar-sale,66.8333,70.8333,-434.63199999999995,93,11,11.43,RU,1676058113
408,college,64.8569,-147.8028,-468.85,78,40,5.75,US,1676058411
409,gwanda,-20.9333,29.0,-330.91599999999994,80,96,4.61,ZW,1676058412
410,suntar,62.1444,117.6319,-500.818,99,99,2.75,RU,1676058412
411,whithorn,18.2604,-78.0378,-312.68199999999996,66,57,3.09,JM,1676058413
412,hofn,64.2539,-15.2082,-394.70799999999997,82,100,8.19,IS,1676058413
413,cullman,34.1748,-86.8436,-353.27199999999993,50,0,6.91,US,1676058414
414,comodoro rivadavia,-45.8667,-67.5,-308.36199999999997,14,0,21.85,AR,1676058414
415,itaguai,-22.8522,-43.7753,-305.554,78,75,11.5,BR,1676058415
416,laem sing,12.4816,102.0738,-310.018,79,51,2.37,TH,1676058415
417,dakar,14.6937,-17.4441,-329.20599999999996,77,0,11.5,SN,1676058244
418,matamoros,25.5333,-103.25,-356.87199999999996,29,4,16.73,MX,1676058416
419,jiuquan,39.7432,98.5174,-408.58599999999996,37,97,7.43,CN,1676058416
420,tateyama,34.9833,139.8667,-378.48999999999995,68,58,21.56,JP,1676058417
421,nombre de dios,23.85,-104.2333,-354.28,11,2,10.36,MX,1676058417
422,inhambane,-23.865,35.3833,-311.38599999999997,94,75,5.99,MZ,1676058418
423,san pedro,14.35,121.0167,-319.21599999999995,76,20,5.75,PH,1676058418
424,boende,-0.2167,20.8667,-312.034,49,97,1.68,CD,1676058419
425,altagracia de orituco,9.8601,-66.3814,-309.76599999999996,51,89,8.25,VE,1676058419
426,mareeba,-17.0,145.4333,-329.49399999999997,95,99,2.26,AU,1676058178
427,ust-ilimsk,58.0006,102.6619,-468.12999999999994,100,100,2.89,RU,1676058420
428,ipameri,-17.7219,-48.1597,-317.27199999999993,71,86,0.89,BR,1676058421
429,qaqortoq,60.7167,-46.0333,-442.04799999999994,82,65,1.81,GL,1676058422
430,katsuura,35.1333,140.3,-374.20599999999996,77,50,17.69,JP,1676058423
431,daru,-9.0763,143.2092,-320.87199999999996,89,100,12.73,PG,1676058424
432,kharhial,20.2833,82.7667,-338.16999999999996,24,10,2.91,IN,1676058425
433,bundaberg,-24.85,152.35,-335.07399999999996,93,0,1.99,AU,1676058425
434,bullhead city,35.1478,-114.5683,-344.974,18,0,20.71,US,1676058398
435,golden,39.7555,-105.2211,-364.2339999999999,21,0,10.36,US,1676058420
436,luderitz,-26.6481,15.1594,-345.118,97,42,4.63,NA,1676058426
437,tougue,11.4667,-11.6,-321.96999999999997,55,74,2.68,GN,1676058427
438,narsaq,60.9167,-46.05,-421.1139999999999,93,87,3.67,GL,1676058221
439,san cristobal,7.7669,-72.225,-323.986,54,95,6.44,VE,1676058428
440,port lincoln,-34.7333,135.8667,-344.30799999999994,78,80,17.11,AU,1676058429
441,malur,13.0075,77.9378,-340.582,64,100,5.61,IN,1676058429
442,gat,31.61,34.7642,-365.368,71,1,5.91,IL,1676058430
443,les escoumins,48.1111,-69.0236,-425.91999999999996,96,100,8.5,CA,1676058430
444,sirsi,14.6167,74.85,-336.04599999999994,43,67,4.0,IN,1676058431
445,carutapera,-1.195,-46.02,-313.04200000000003,81,34,6.69,BR,1676058431
446,belaya gora,68.5333,146.4167,-561.082,100,55,1.23,RU,1676058432
447,port hueneme,34.1478,-119.1951,-320.71,16,0,13.8,US,1676058432
448,deputatskiy,69.3,139.9,-538.8340000000001,99,85,3.83,RU,1676058433
449,vanimo,-2.6741,141.3028,-321.304,92,100,7.38,PG,1676058433
450,kon tum,14.35,108.0,-344.27199999999993,96,26,1.95,VN,1676058434
451,changping,40.2186,116.2197,-402.718,75,94,1.03,CN,1676058435
452,luanda,-8.8368,13.2343,-314.59,76,0,12.66,AO,1676058316
453,puente alto,-33.6167,-70.5833,-288.76,18,0,11.5,CL,1676058383
454,shitanjing,39.2342,106.3439,-409.43199999999996,86,88,8.1,CN,1676058435
455,nantucket,41.2835,-70.0995,-349.97799999999995,58,0,20.71,US,1676058436
456,arman,59.7,150.1667,-458.9319999999999,95,100,8.86,RU,1676058438
457,catuday,16.2923,119.8062,-326.128,78,7,11.7,PH,1676058438
458,viedma,-40.8135,-62.9967,-294.592,24,0,11.05,AR,1676058439
459,alugan,12.2188,125.4808,-318.352,85,21,14.92,PH,1676058439
460,fare,-16.7,-151.0167,-312.61,72,7,14.32,PF,1676058440
461,nesna,66.1967,13.0213,-404.46399999999994,59,100,8.21,NO,1676058441
462,champerico,14.3,-91.9167,-287.6979999999999,63,1,12.64,GT,1676058442
463,maniitsoq,65.4167,-52.9,-464.638,96,99,9.8,GL,1676058442
464,lalmohan,22.3384,90.7419,-334.96599999999995,76,0,4.88,BD,1676058443
465,balabac,7.9868,117.0645,-316.29999999999995,82,100,14.18,PH,1676058443
466,beringovskiy,63.05,179.3167,-504.93999999999994,95,51,11.27,RU,1676058444
467,ayan,56.45,138.1667,-484.366,83,16,5.97,RU,1676058445
468,wawa,9.9022,4.4192,-303.05199999999996,17,2,3.06,NG,1676058236
469,barcelos,41.5388,-8.6151,-362.73999999999995,63,0,5.57,PT,1676058446
470,walvis bay,-22.9575,14.5053,-338.79999999999995,82,28,6.91,NA,1676058447
471,surt,31.2089,16.5887,-356.51199999999994,47,5,20.4,LY,1676058448
472,severo-yeniseyskiy,60.3725,93.0408,-478.7319999999999,98,100,4.07,RU,1676058449
473,dingle,10.9995,122.6711,-326.8299999999999,93,63,7.4,PH,1676058449
474,longonjo,-12.9067,15.2533,-336.46,70,96,0.6,AO,1676058450
475,ilhabela,-23.7781,-45.3581,-318.15399999999994,86,100,5.35,BR,1676058451
476,hami,42.8,93.45,-404.662,50,99,6.42,CN,1676058451
477,portlethen,57.0547,-2.1307,-366.178,73,100,9.22,GB,1676058452
478,sambava,-14.2667,50.1667,-323.30199999999996,89,100,6.98,MG,1676058453
479,maraa,-1.8333,-65.3667,-304.15,64,74,1.79,BR,1676058453
480,akyab,20.15,92.9,-338.76399999999995,73,0,9.46,MM,1676058454
481,jijiga,9.35,42.8,-350.554,36,0,8.23,ET,1676058454
482,nhulunbuy,-12.2333,136.7667,-313.492,89,100,10.36,AU,1676058455
483,sumkino,58.1108,68.3244,-452.6139999999999,96,81,7.85,RU,1676058456
484,capao da canoa,-29.7456,-50.0097,-317.02,77,0,8.21,BR,1676058456
485,taloqan,36.7361,69.5345,-411.628,97,100,0.81,AF,1676058457
486,palmer,42.1584,-72.3287,-354.28,42,40,25.32,US,1676058457
487,kisangani,0.5167,25.2,-319.054,40,43,1.81,CD,1676058458
488,yerbogachen,61.2767,108.0108,-504.29200000000003,100,94,4.23,RU,1676058459
489,mayo,38.8876,-76.5119,-350.32,42,0,8.05,US,1676058459
490,semnan,35.5729,53.3971,-400.936,52,10,1.74,IR,1676058460
491,lodja,-3.4833,23.4333,-323.89599999999996,68,14,1.57,CD,1676058460
492,tukrah,32.5341,20.5791,-364.198,74,100,12.06,LY,1676058461
493,pangoa,-12.1167,-73.0,-316.246,70,100,4.03,PE,1676058461
494,saint-ambroise,48.5501,-71.3324,-420.53799999999995,86,100,5.75,CA,1676058462
495,bad salzuflen,52.0862,8.7443,-385.78,78,41,13.2,DE,1676058462
496,doha,25.2867,51.5333,-350.26599999999996,63,0,18.41,QA,1676058463
497,petrivka,46.9695,30.9591,-410.656,50,4,7.09,UA,1676058463
498,srednekolymsk,67.45,153.6833,-551.848,100,65,2.66,RU,1676058464
499,mapimi,25.8167,-103.85,-361.174,30,0,11.39,MX,1676058209
500,sao joao evangelista,-18.5478,-42.7633,-320.99799999999993,75,4,6.29,BR,1676058465
501,kieta,-6.2167,155.6333,-315.976,82,97,4.61,PG,1676058465
502,camacha,33.0833,-16.3333,-354.51399999999995,77,40,18.41,PT,1676058466
503,kazanskoye,55.6448,69.235,-475.97799999999995,100,19,3.6,RU,1676058466
504,cotonou,6.3654,2.4183,-308.14599999999996,79,20,12.66,BJ,1676058467
505,poum,-20.2333,164.0167,-312.412,79,100,28.5,NC,1676058467
506,bilma,18.6853,12.9164,-330.98799999999994,19,10,13.42,NE,1676058468
507,ribas do rio pardo,-20.4431,-53.7592,-330.826,92,100,1.05,BR,1676058469
508,muriti,-1.9833,32.9167,-326.776,66,27,2.64,TZ,1676058469
509,abrau-dyurso,44.69,37.59,-419.24199999999996,85,100,2.26,RU,1676058470
510,nandigama,16.7833,80.3,-335.28999999999996,85,30,5.35,IN,1676058471
511,bokoro,12.3807,17.0568,-311.584,9,3,9.93,TD,1676058471
512,yamada,39.4667,141.95,-398.25399999999996,95,87,18.07,JP,1676058472
513,conde,-7.2597,-34.9075,-305.842,62,40,14.97,BR,1676058472
514,rapid valley,44.0625,-103.1463,-365.29599999999994,21,0,8.99,US,1676058473
515,shangzhi,45.2167,127.9667,-439.36600000000004,98,100,1.63,CN,1676058473
516,murmashi,68.8154,32.8115,-430.492,100,0,0.0,RU,1676058474
517,martapura,-3.4167,114.85,-325.11999999999995,95,100,0.38,ID,1676058474
518,griffith,41.5284,-87.4237,-383.998,48,0,13.8,US,1676058253
519,visby,57.6409,18.296,-391.95399999999995,65,75,19.57,SE,1676058475
520,koutsouras,35.0339,25.9469,-369.4719999999999,60,94,9.1,GR,1676058475
521,zonguldak,41.25,31.8333,-407.48799999999994,91,100,1.52,TR,1676058476
522,maneadero,31.7167,-116.5667,-335.28999999999996,33,68,5.01,MX,1676058476
523,pastavy,55.1168,26.8326,-411.14199999999994,88,14,12.86,BY,1676058281
524,marquard,-28.6645,27.4305,-353.46999999999997,93,100,2.8,ZA,1676058477
525,sampit,-2.5333,112.95,-325.282,97,100,0.29,ID,1676058477
526,kama,56.3051,54.0936,-428.06199999999995,97,96,7.38,RU,1676058478
527,salihorsk,52.7876,27.5415,-404.86,86,97,11.77,BY,1676058478
528,baghdad,33.3406,44.4009,-379.55199999999996,61,0,5.75,IQ,1676058441
529,kloulklubed,7.0419,134.2556,-323.40999999999997,77,100,14.52,PW,1676058236
530,rostovka,55.3842,71.8891,-467.77,99,42,6.71,RU,1676058479
531,yaguachi,-2.1167,-79.6833,-301.342,60,91,1.45,EC,1676058479
532,jaisalmer,26.9147,70.9181,-335.28999999999996,29,2,7.63,IN,1676058480
533,dori,14.0354,-0.0345,-309.928,7,0,9.73,BF,1676058480
534,udachnyy,66.4167,112.4,-519.1959999999999,100,91,4.94,RU,1676058481
535,minna,9.6139,6.5569,-302.152,29,0,5.75,NG,1676058481
